RE_FOUR;FO_DESI;RE_ARTI;RE_DESI;RE_CODE;RE_QMOU;AR_UNIT;LA_DECH;RE_DMOU;XECART;NC;Alertes;Gravité;Réaction;Incident
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121301;100000;U;03/02/2016;03/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121302;77057;U;03/02/2016;03/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121303;100000;U;03/02/2016;03/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121304;100000;U;03/02/2016;03/02/2016;0;;;;;0
1934;SEBIR;A20550720;35B2 Ï7.20;121311;5014;KG;06/01/2016;03/02/2016;28;;;;;0
1934;SEBIR;A21401850;C10C Ï 18.50 K;121312;9680;KG;04/02/2016;03/02/2016;-1;;;;;0
2000;TTM;C11001210002A;WELLE B1 Ï16x5.19 Ï10x52 111;121308;2500;U;03/02/2016;03/02/2016;0;;;;;0
2000;TTM;C12001210003A;WELLE B2 Ï21.2x20.5 Ï16x62/142;121309;2000;U;05/02/2016;03/02/2016;-2;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121307;4500;U;05/02/2016;03/02/2016;-2;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121307;4500;U;05/02/2016;03/02/2016;-2;;;;;0
2000;TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;121306;4500;U;03/02/2016;03/02/2016;0;;;;;0
2000;TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;121306;4500;U;03/02/2016;03/02/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C778298-0001;PIN;121316;184000;U;04/02/2016;04/02/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);121317;60000;U;04/02/2016;04/02/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;121318;160000;U;04/02/2016;04/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121319;38100;U;10/02/2016;04/02/2016;-6;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121320;110474;U;05/02/2016;04/02/2016;-1;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121321;111222;U;05/02/2016;04/02/2016;-1;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121322;100000;U;05/02/2016;04/02/2016;-1;;;;;0
2000;TTM;C12001210003A;WELLE B2 Ï21.2x20.5 Ï16x62/142;121313;2000;U;05/02/2016;04/02/2016;-1;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121315;4500;U;05/02/2016;04/02/2016;-1;;;;;0
2000;TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;121314;4500;U;04/02/2016;04/02/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121342;80000;U;24/02/2016;05/02/2016;-19;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121345;19900;U;29/02/2016;05/02/2016;-24;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121343;45000;U;26/02/2016;05/02/2016;-21;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121344;24500;U;27/01/2016;05/02/2016;9;;;;;0
123;PRECI-DECTA Groupe H;C837388-0005;SPACER GTC 14;121329;1240;U;01/12/2015;05/02/2016;66;;;;;0
123;PRECI-DECTA Groupe H;E837388-0008;SPACER GTC 14;121326;60;U;02/02/2016;05/02/2016;3;;;;;0
123;PRECI-DECTA Groupe H;E850155-0001A;PAD;121327;70;U;02/02/2016;05/02/2016;3;;;;;0
123;PRECI-DECTA Groupe H;E850255-0001A;SPACER;121328;50;U;02/02/2016;05/02/2016;3;;;;;0
158;METAL-X Traitements;C0204214612A;AXE DE LEVIER;121341;1623;U;10/02/2016;05/02/2016;-5;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121340;1000;U;12/02/2016;05/02/2016;-7;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121338;3728;U;05/02/2016;05/02/2016;0;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121339;20160;U;01/03/2016;05/02/2016;-25;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121330;38100;U;10/02/2016;05/02/2016;-5;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121331;100000;U;05/02/2016;05/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121332;100000;U;05/02/2016;05/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121333;100000;U;05/02/2016;05/02/2016;0;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121335;4500;U;05/02/2016;05/02/2016;0;;;;;0
2000;TTM;C11001210002A;WELLE B1 Ï16x5.19 Ï10x52 111;121336;2500;U;05/02/2016;05/02/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121337;4500;U;05/02/2016;05/02/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121334;4000;U;05/02/2016;05/02/2016;0;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121353;4425;KG;04/02/2016;08/02/2016;4;;;;;0
158;METAL-X Traitements;C61393K01A;VIS REGLAGE TALON;121351;1635;U;08/02/2016;08/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121350;52400;U;08/02/2016;08/02/2016;0;;;;;0
182;HAGENER FEINSTAHL GMB;E10200450;X8 CrNi 25-21 Ï4.50;121352;109;KG;04/02/2016;08/02/2016;4;;;;;0
189;BODYCOTE CHANTELOUP;C807677-0001A;CAM PIN;121349;240000;U;12/02/2016;08/02/2016;-4;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121348;38100;U;10/02/2016;08/02/2016;-2;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121346;2000;U;12/02/2016;08/02/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121347;9000;U;08/02/2016;08/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121347;9000;U;08/02/2016;08/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121347;9000;U;08/02/2016;08/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121347;9000;U;08/02/2016;08/02/2016;0;;;;;0
228;LÜLING;A20550720;35B2 Ï7.20;121354;4195;KG;03/03/2016;08/02/2016;-24;;;;;0
228;LÜLING;A20801250;42CRMO4 Ï 12.50;121355;8564;KG;04/02/2016;08/02/2016;4;;;;;0
228;LÜLING;A20801250;42CRMO4 Ï 12.50;121356;2113;KG;04/02/2016;08/02/2016;4;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121369;45000;U;24/02/2016;09/02/2016;-15;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121367;18900;U;29/02/2016;09/02/2016;-20;;;;;0
123;PRECI-DECTA Groupe H;C809203-0002A;DOWEL PIN;121366;6720;U;16/02/2016;09/02/2016;-7;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121368;55000;U;26/02/2016;09/02/2016;-17;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121357;10445;U;01/03/2016;09/02/2016;-21;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121359;38100;U;10/02/2016;09/02/2016;-1;;;;;0
1301;Hacer Traitements de;C6060707A;STUD;121358;141079;U;10/02/2016;09/02/2016;-1;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121360;9000;U;09/02/2016;09/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121360;9000;U;09/02/2016;09/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121360;9000;U;09/02/2016;09/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121360;9000;U;09/02/2016;09/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121361;9000;U;09/02/2016;09/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121361;9000;U;09/02/2016;09/02/2016;0;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121362;5864;KG;09/02/2016;09/02/2016;0;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121363;1906;KG;09/02/2016;09/02/2016;0;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121364;1793;KG;09/02/2016;09/02/2016;0;;;;;0
158;METAL-X Traitements;C0204214612A;AXE DE LEVIER;121385;811;U;10/02/2016;10/02/2016;0;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121386;135347;U;10/02/2016;10/02/2016;0;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121387;1000;U;10/02/2016;10/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121383;52400;U;10/02/2016;10/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121384;52400;U;10/02/2016;10/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121388;52400;U;10/02/2016;10/02/2016;0;;;;;0
1301;Hacer Traitements de;C247H164A;BOLT-SHOULDER;121373;182688;U;12/02/2016;10/02/2016;-2;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121375;38100;U;10/02/2016;10/02/2016;0;;;;;0
1301;Hacer Traitements de;C554578900A;ENDBOLT;121374;118413;U;12/02/2016;10/02/2016;-2;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121370;246667;U;10/02/2016;10/02/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121371;248333;U;10/02/2016;10/02/2016;0;;;;;0
1914;STTS;C247H164A;BOLT-SHOULDER;121372;182688;U;10/02/2016;10/02/2016;0;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121376;4500;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121376;4500;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121376;4500;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121376;4500;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121377;3000;U;10/02/2016;10/02/2016;0;;;;;0
2000;TTM;C11001210002A;WELLE B1 Ï16x5.19 Ï10x52 111;121379;2500;U;10/02/2016;10/02/2016;0;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121381;2000;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121381;2000;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121382;2000;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121382;2000;U;12/02/2016;10/02/2016;-2;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121380;4500;U;17/02/2016;10/02/2016;-7;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121380;4500;U;17/02/2016;10/02/2016;-7;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121378;3000;U;10/02/2016;10/02/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121406;10000;U;24/02/2016;11/02/2016;-13;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121407;20000;U;26/02/2016;11/02/2016;-15;;;;;0
123;PRECI-DECTA Groupe H;C843485-0001;SPACER;121405;2895;U;26/01/2016;11/02/2016;16;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;121394;280000;U;11/02/2016;11/02/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C801986-0001A;PAD;121395;120000;U;11/02/2016;11/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121392;38100;U;17/02/2016;11/02/2016;-6;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121393;38100;U;17/02/2016;11/02/2016;-6;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121391;248000;U;11/02/2016;11/02/2016;0;;;;;0
1934;SEBIR;A20300950;20MNB4 Ï 9.50;121402;5901;KG;03/02/2016;11/02/2016;8;;;;;0
1934;SEBIR;A20550720;35B2 Ï7.20;121403;3113;KG;04/02/2016;11/02/2016;7;;;;;0
1934;SEBIR;A20551460;35B2 Ï14.60;121404;2445;KG;04/02/2016;11/02/2016;7;;;;;0
1934;SEBIR;A21401850;C10C Ï 18.50 K;121401;5122;KG;07/03/2016;11/02/2016;-25;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121396;4500;U;12/02/2016;11/02/2016;-1;;;;;0
2000;TTM;C11001210002A;WELLE B1 Ï16x5.19 Ï10x52 111;121398;2500;U;11/02/2016;11/02/2016;0;;;;;0
2000;TTM;C12001210003A;WELLE B2 Ï21.2x20.5 Ï16x62/142;121399;2000;U;11/02/2016;11/02/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121400;2000;U;12/02/2016;11/02/2016;-1;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121400;2000;U;12/02/2016;11/02/2016;-1;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121400;2000;U;12/02/2016;11/02/2016;-1;;;;;0
2000;TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;121397;4500;U;11/02/2016;11/02/2016;0;;;;;0
2003;TRAFILTECNO;A21400358;C10C Ï 3.58;121390;650;KG;04/02/2016;11/02/2016;7;;;;;0
2003;TRAFILTECNO;A21400784;FR10 Ï 7.84;121389;2103;KG;04/02/2016;11/02/2016;7;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121410;22132;U;01/03/2016;12/02/2016;-18;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121411;52400;U;12/02/2016;12/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121412;52400;U;12/02/2016;12/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121413;38100;U;12/02/2016;12/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121414;38100;U;12/02/2016;12/02/2016;0;;;;;0
1301;Hacer Traitements de;C6060707A;STUD;121415;162656;U;15/02/2016;12/02/2016;-3;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121408;4500;U;12/02/2016;12/02/2016;0;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121409;4500;U;17/02/2016;12/02/2016;-5;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121409;4500;U;17/02/2016;12/02/2016;-5;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121423;1005;KG;04/02/2016;15/02/2016;11;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121424;2059;KG;04/02/2016;15/02/2016;11;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121425;2342;KG;04/02/2016;15/02/2016;11;;;;;0
176;HPO HUNGARY KFT;C805457-0005;SPACER;121421;58345;U;26/02/2016;15/02/2016;-11;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121420;52400;U;15/02/2016;15/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121418;38100;U;15/02/2016;15/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121419;38100;U;15/02/2016;15/02/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121417;4500;U;19/02/2016;15/02/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121416;9000;U;19/02/2016;15/02/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121416;9000;U;19/02/2016;15/02/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121416;9000;U;19/02/2016;15/02/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121416;9000;U;19/02/2016;15/02/2016;-4;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121430;15818;U;01/03/2016;16/02/2016;-14;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121426;38100;U;17/02/2016;16/02/2016;-1;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121427;38100;U;19/02/2016;16/02/2016;-3;;;;;0
1934;SEBIR;A20550720;35B2 Ï7.20;121432;3709;KG;06/04/2016;16/02/2016;-50;;;;;0
1934;SEBIR;A21401850;C10C Ï 18.50 K;121431;3735;KG;07/03/2016;16/02/2016;-20;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121428;4500;U;19/02/2016;16/02/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121428;4500;U;19/02/2016;16/02/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121428;4500;U;19/02/2016;16/02/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121428;4500;U;19/02/2016;16/02/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121429;9000;U;19/02/2016;16/02/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121429;9000;U;19/02/2016;16/02/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121429;9000;U;19/02/2016;16/02/2016;-3;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121442;52400;U;17/02/2016;17/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121443;52400;U;17/02/2016;17/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121444;52400;U;17/02/2016;17/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121436;38100;U;17/02/2016;17/02/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121437;248333;U;17/02/2016;17/02/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121438;250000;U;17/02/2016;17/02/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121439;247000;U;17/02/2016;17/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121440;100000;U;18/02/2016;17/02/2016;-1;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121441;100000;U;18/02/2016;17/02/2016;-1;;;;;0
2000;TTM;C12001210003A;WELLE B2 Ï21.2x20.5 Ï16x62/142;121435;2000;U;19/02/2016;17/02/2016;-2;;;;;0
2000;TTM;C12001210003A;WELLE B2 Ï21.2x20.5 Ï16x62/142;121435;2000;U;19/02/2016;17/02/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121434;4500;U;19/02/2016;17/02/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121434;4500;U;19/02/2016;17/02/2016;-2;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121433;9000;U;19/02/2016;17/02/2016;-2;;;;;0
123;PRECI-DECTA Groupe H;C843485-0001;SPACER;121456;2930;U;26/01/2016;18/02/2016;23;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);121452;70000;U;18/02/2016;18/02/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;121453;120000;U;18/02/2016;18/02/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C799345-0001A;STOP PIN;121454;89000;U;18/02/2016;18/02/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C801986-0001A;PAD;121455;120000;U;18/02/2016;18/02/2016;0;;;;;0
181;Metall Service Plus;A30300392;CUZN36 Ï 3.92;121445;998;KG;17/02/2016;18/02/2016;1;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121450;38100;U;18/02/2016;18/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121451;38100;U;18/02/2016;18/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121448;100000;U;19/02/2016;18/02/2016;-1;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121449;100000;U;19/02/2016;18/02/2016;-1;;;;;0
2000;TTM;C12001210003A;WELLE B2 Ï21.2x20.5 Ï16x62/142;121447;2000;U;19/02/2016;18/02/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121446;4500;U;19/02/2016;18/02/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121446;4500;U;19/02/2016;18/02/2016;-1;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121457;50000;U;24/02/2016;19/02/2016;-5;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121458;24220;U;29/02/2016;19/02/2016;-10;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121458;5230;U;29/03/2016;19/02/2016;-39;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121459;35250;U;26/02/2016;19/02/2016;-7;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121459;14750;U;30/03/2016;19/02/2016;-40;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121460;938;KG;04/02/2016;19/02/2016;15;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121461;3891;KG;04/02/2016;19/02/2016;15;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121472;500;U;22/02/2016;19/02/2016;-3;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121463;52400;U;19/02/2016;19/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121464;52400;U;22/02/2016;19/02/2016;-3;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121466;52400;U;22/02/2016;19/02/2016;-3;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121469;38100;U;19/02/2016;19/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121470;38100;U;19/02/2016;19/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121471;38100;U;19/02/2016;19/02/2016;0;;;;;0
1914;STTS;CZ207103;BUSHING;121467;60;U;19/02/2016;19/02/2016;0;;;;;0
1914;STTS;CZ207103;BUSHING;121468;82;U;19/02/2016;19/02/2016;0;;;;;0
1934;SEBIR;A21701800;C4C (1.0303) Ï 18.00;121462;10253;KG;04/02/2016;19/02/2016;15;;;;;0
1934;SEBIR;A21701800;C4C (1.0303) Ï 18.00;121465;3424;KG;04/02/2016;19/02/2016;15;;;;;0
149;V.G.INDUSTRIE;B5760127-BILLEA;BILLE Ï 5.61;121480;167000;U;04/02/2016;22/02/2016;18;;;;;0
149;V.G.INDUSTRIE;B5760127-BILLEA;BILLE Ï 5.61;121480;167000;U;04/03/2016;22/02/2016;-11;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121474;500;U;22/02/2016;22/02/2016;0;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121481;1000;U;22/02/2016;22/02/2016;0;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121479;52400;U;23/02/2016;22/02/2016;-1;;;;;0
176;HPO HUNGARY KFT;C805457-0005;SPACER;121482;52895;U;26/02/2016;22/02/2016;-4;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121477;38100;U;24/02/2016;22/02/2016;-2;;;;;0
1914;STTS;C16970A;AXE SERTI AVEC ADPP;121473;182775;U;22/02/2016;22/02/2016;0;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121476;2000;U;22/02/2016;22/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121475;9000;U;26/02/2016;22/02/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121475;9000;U;26/02/2016;22/02/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121475;9000;U;26/02/2016;22/02/2016;-4;;;;;0
123;PRECI-DECTA Groupe H;C843485-0001;SPACER;121489;5460;U;26/01/2016;23/02/2016;28;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121483;44407;U;01/03/2016;23/02/2016;-7;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121487;38100;U;23/02/2016;23/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121488;38100;U;24/02/2016;23/02/2016;-1;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121485;2000;U;02/03/2016;23/02/2016;-8;;;;;0
2000;TTM;C8251A;AXE CANNELE;121484;87123;U;23/02/2016;23/02/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121486;4500;U;26/02/2016;23/02/2016;-3;;;;;0
158;METAL-X Traitements;C8251A;AXE CANNELE;121503;87123;U;25/02/2016;24/02/2016;-1;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121498;52400;U;24/02/2016;24/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121499;52400;U;24/02/2016;24/02/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121500;52400;U;24/02/2016;24/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121497;38100;U;02/03/2016;24/02/2016;-7;;;;;0
